Title;Year;paperId;Abstract;Citations;Article_Age;Citation_Velocity;PageRank;Score_Citations;Score_Velocity;Score_PageRank;Score_Trend;Super_Score
Artificial Intelligence for Modelling Infectious Disease Epidemics;2025;c6e0a0477089a6a1e8afa1de4566c6e2e9ae7b7a;Infectious disease threats to individual and public health are numerous, varied and frequently unexpected. Artificial intelligence (AI) and related technologies, which are already supporting human decision making in economics, medicine and social science, have the potential to transform the scope and power of infectious disease epidemiology. Here we consider the application to infectious disease modelling of AI systems that combine machine learning, computational statistics, information retrieval and data science. We first outline how recent advances in AI can accelerate breakthroughs in answering key epidemiological questions and we discuss specific AI methods that can be applied to routinely collected infectious disease surveillance data. Second, we elaborate on the social context of AI for infectious disease epidemiology, including issues such as explainability, safety, accountability and ethics. Finally, we summarize some limitations of AI applications in this field and provide recommendations for how infectious disease epidemiology can harness most effectively current and future developments in AI. This Perspective considers the application to infectious disease modelling of AI systems that combine machine learning, computational statistics, information retrieval and data science.;149;1;149.0;0.00013598210588705505;0.06872693726937269;0.06872693726937269;0.8908340581453408;0.06872693726937268;0.6442019218825503
Transforming Healthcare: Intelligent Wearable Sensors Empowered by Smart Materials and Artificial Intelligence;2025;b03ab3f0670e4a251a05b0a299180038c6c2e72a;Intelligent wearable sensors, empowered by machine learning and innovative smart materials, enable rapid, accurate disease diagnosis, personalized therapy, and continuous health monitoring without disrupting daily life. This integration facilitates a shift from traditional, hospital‐centered healthcare to a more decentralized, patient‐centric model, where wearable sensors can collect real‐time physiological data, provide deep analysis of these data streams, and generate actionable insights for point‐of‐care precise diagnostics and personalized therapy. Despite rapid advancements in smart materials, machine learning, and wearable sensing technologies, there is a lack of comprehensive reviews that systematically examine the intersection of these fields. This review addresses this gap, providing a critical analysis of wearable sensing technologies empowered by smart advanced materials and artificial Intelligence. The state‐of‐the‐art smart materials—including self‐healing, metamaterials, and responsive materials—that enhance sensor functionality are first examined. Advanced machine learning methodologies integrated into wearable devices are discussed, and their role in biomedical applications is highlighted. The combined impact of wearable sensors, empowered by smart materials and machine learning, and their applications in intelligent diagnostics and therapeutics are also examined. Finally, existing challenges, including technical and compliance issues, information security concerns, and regulatory considerations are addressed, and future directions for advancing intelligent healthcare are proposed.;148;1;148.0;0.00013598210588705505;0.06826568265682657;0.06826568265682657;0.8908340581453408;0.06826568265682656;0.6440635454987865
Medical digital twins: enabling precision medicine and medical artificial intelligence;2025;6aff4303c4ab104addb47b202f7b196fd5c5993b;The notion of medical digital twins is gaining popularity both within the scientific community and among the general public, however, much of the recent enthusiasm has occurred in the absence of a consensus on their fundamental make-up. Digital twins originate in the field of engineering, in which a constantly updating virtual copy enables analysis, simulation, and prediction of a real-world object or process. In this Health Policy paper, we evaluate this concept in the context of medicine and outline five key components of the medical digital twin: the patient, data connection, patient-in-silico, interface, and twin synchronisation. We consider how various enabling technologies in multimodal data, artificial intelligence, and mechanistic modelling will pave the way for clinical adoption and provide examples pertaining to oncology and diabetes. We highlight the role of data fusion and the potential of merging artificial intelligence and mechanistic modelling to address the limitations of either the AI or the mechanistic modelling approach used independently. In particular, we highlight how the digital twin concept can support the performance of large language models applied in medicine and its potential to address health-care challenges. We believe that this Health Policy paper will help to guide scientists, clinicians, and policy makers in creating medical digital twins in the future and translating this promising new paradigm from theory into clinical practice.;142;1;142.0;0.00013598210588705505;0.06549815498154982;0.06549815498154982;0.8908340581453408;0.06549815498154982;0.6432332871962035
A systematic review of the impact of artificial intelligence on educational outcomes in health professions education;2025;cd627b9b7b55527073226ac71a3efca2775d6ec4;Artificial intelligence (AI) has a variety of potential applications in health professions education and assessment, however, measurable educational impacts of AI-based educational strategies on learning outcomes have not been systematically evaluated. A systematic literature search was conducted using electronic databases (CINAHL Plus, EMBASE, Proquest, Pubmed, Cochrane Library, and Web of Science) to identify studies published until October 1st 2024, analyzing the impact of AI-based tools/interventions in health profession assessment and/or training on educational outcomes. The present analysis follows the PRISMA 2020 statement for systematic reviews and the structured approach to reporting in health care education for evidence synthesis. The final analysis included twelve studies. All were single centers with sample sizes ranging from 4 to 180 participants. Three studies were randomized controlled trials, and seven had a quasi-experimental design. Two studies were observational. The studies had a heterogenous design. Confounding variables were not controlled. None of the studies provided learning objectives or descriptions of the competencies to be achieved. Three studies applied learning theories in the development of AI-powered educational strategies. One study reported the analysis of the authenticity of the learning environment. No study provided information on the impact of feedback activities on learning outcomes. All studies corresponded to Kirkpatrick’s second level evaluating technical skills or quantifiable knowledge. No study evaluated more complex tasks, such as the behavior of learners in the workplace. There was insufficient information on training datasets and copyright issues. The results of the analysis show that the current evidence regarding measurable educational outcomes of AI-powered interventions in health professions education is poor. Further studies with a rigorous methodological approach are needed. The present work also highlights that there is no straightforward guide for evaluating the quality of research in AI-based education and suggests a series of criteria that should be considered. Methods and inclusion criteria were defined in advance, specified in a protocol and registered in the OSF registries (https://osf.io/v5cgp/). Clinical Trial number: not applicable.;139;1;139.0;0.00013598210588705505;0.06411439114391145;0.06411439114391145;0.8908340581453408;0.06411439114391145;0.6428181580449119
Integrating Artificial Intelligence Agents with the Internet of Things for Enhanced Environmental Monitoring: Applications in Water Quality and Climate Data;2025;0eb03736efebc369c87ee53a19efdc0e730da6f8;The integration of artificial intelligence (AI) agents with the Internet of Things (IoT) has marked a transformative shift in environmental monitoring and management, enabling advanced data gathering, in-depth analysis, and more effective decision making. This comprehensive literature review explores the integration of AI and IoT technologies within environmental sciences, with a particular focus on applications related to water quality and climate data. The methodology involves a systematic search and selection of relevant studies, followed by thematic, meta-, and comparative analyses to synthesize current research trends, benefits, challenges, and gaps. The review highlights how AI enhances IoT’s data collection capabilities through advanced predictive modeling, real-time analytics, and automated decision making, thereby improving the accuracy, timeliness, and efficiency of environmental monitoring systems. Key benefits identified include enhanced data precision, cost efficiency, scalability, and the facilitation of proactive environmental management. Nevertheless, this integration encounters substantial obstacles, including issues related to data quality, interoperability, security, technical constraints, and ethical concerns. Future developments point toward enhancements in AI and IoT technologies, the incorporation of innovations like blockchain and edge computing, the potential formation of global environmental monitoring systems, and greater public involvement through citizen science initiatives. Overcoming these challenges and embracing new technological trends could enable AI and IoT to play a pivotal role in strengthening environmental sustainability and resilience.;136;1;136.0;0.00013598210588705505;0.06273062730627306;0.06273062730627306;0.8908340581453408;0.06273062730627306;0.6424030288936204
The future of pharmaceuticals: Artificial intelligence in drug discovery and development;2025;f79bd3c534639f098124ecce603327d9feb2399a;Artificial Intelligence (AI) is revolutionizing traditional drug discovery and development models by seamlessly integrating data, computational power, and algorithms. This synergy enhances the efficiency, accuracy, and success rates of drug research, shortens development timelines, and reduces costs. Coupled with machine learning (ML) and deep learning (DL), AI has demonstrated significant advancements across various domains, including drug characterization, target discovery and validation, small molecule drug design, and the acceleration of clinical trials. Through molecular generation techniques, AI facilitates the creation of novel drug molecules, predicting their properties and activities, while virtual screening (VS) optimizes drug candidates. Additionally, AI enhances clinical trial efficiency by predicting outcomes, designing trials, and enabling drug repositioning. However, AI's application in drug development faces challenges, including the need for robust data-sharing mechanisms and the establishment of more comprehensive intellectual property protections for algorithms. AI-driven pharmaceutical companies must also integrate biological sciences and algorithms effectively, ensuring the successful fusion of wet and dry laboratory experiments. Despite these challenges, the potential of AI in drug development remains undeniable. As AI technology evolves and these barriers are addressed, AI-driven therapeutics are poised for a broader and more impactful future in the pharmaceutical industry.;135;1;135.0;0.00013598210588705505;0.06226937269372694;0.06226937269372694;0.8908340581453408;0.06226937269372694;0.6422646525098566
Retrieval-augmented generation for generative artificial intelligence in health care;2025;ed07f1103d0ef0f215d7ab916ac073fe3bbc6128;Generative artificial intelligence has brought disruptive innovations in health care but faces certain challenges. Retrieval-augmented generation (RAG) enables models to generate more reliable content by leveraging the retrieval of external knowledge. In this perspective, we analyze the possible contributions that RAG could bring to health care in equity, reliability, and personalization. Additionally, we discuss the current limitations and challenges of implementing RAG in medical scenarios.;132;1;132.0;0.00013598210588705505;0.06088560885608856;0.06088560885608856;0.8908340581453408;0.060885608856088555;0.6418495233585652
From slides to AI-ready maps: Standardized multi-layer tissue maps as metadata for artificial intelligence in digital pathology;2025;b336a3d89584dc9ce7d0b496385c6b8def37b1a5;A Whole Slide Image (WSI) is a high-resolution digital image created by scanning an entire glass slide containing a biological specimen, such as tissue sections or cell samples, at multiple magnifications. These images are digitally viewable, analyzable, and shareable, and are widely used for Artificial Intelligence (AI) algorithm development. WSIs play an important role in pathology for disease diagnosis and oncology for cancer research, but are also applied in neurology, veterinary medicine, hematology, microbiology, dermatology, pharmacology, toxicology, immunology, and forensic science. When assembling cohorts for AI training or validation, it is essential to know the content of a WSI. However, no standard currently exists for this metadata, and such a selection has largely relied on manual inspection, which is not suitable for large collections with millions of objects. We propose a general framework to generate 2D index maps (tissue maps) that describe the morphological content of WSIs using common syntax and semantics to achieve interoperability between catalogs. The tissue maps are structured in three layers: source, tissue type, and pathological alterations. Each layer assigns WSI segments to specific classes, providing AI-ready metadata. We demonstrate the advantages of this standard by applying AI-based metadata extraction from WSIs to generate tissue maps and integrating them into a WSI archive. This integration enhances search capabilities within WSI archives, thereby facilitating the accelerated assembly of high-quality, balanced, and more targeted datasets for AI training, validation, and cancer research.;129;1;129.0;0.00013598210588705505;0.059501845018450183;0.059501845018450183;0.8908340581453408;0.059501845018450183;0.6414343942072737
DeepSeek in Healthcare: Revealing Opportunities and Steering Challenges of a New Open-Source Artificial Intelligence Frontier;2025;b17c04d54567c6ed441fbd38dfed43bce4a43832;Generative Artificial Intelligence (GAI) has driven several advancements in healthcare, with large language models (LLMs) such as OpenAI’s ChatGPT, Google’s Gemini, and Microsoft’s Copilot demonstrating potential in clinical decision support, medical education, and research acceleration. However, their closed-source architecture, high computational costs, and limited adaptability to specialized medical contexts remained key barriers to universal adoption. Now, with the rise of DeepSeek’s DeepThink (R1), an open-source LLM, gaining prominence since mid-January 2025, new opportunities and challenges emerge for healthcare integration and AI-driven research. Unlike proprietary models, DeepSeek fosters continuous learning by leveraging publicly available open-source datasets, possibly enhancing adaptability to the ever-evolving medical knowledge and scientific reasoning. Its transparent, community-driven approach may enable greater customization, regional specialization, and collaboration among data researchers and clinicians. Additionally, DeepSeek supports offline deployment, addressing some data privacy concerns. Despite these promising advantages, DeepSeek presents ethical and regulatory challenges. Users’ data privacy worries have emerged, with concerns about user data retention policies and potential developer access to user-generated content without opt-out options. Additionally, when used in healthcare applications, its compliance with China’s data-sharing regulations highlights the urgent need for clear international data privacy and governance. Furthermore, like other LLMs, DeepSeek may face limitations related to inherent biases, hallucinations, and output reliability, which warrants rigorous validation and human oversight before clinical application. This editorial explores DeepSeek’s potential role in clinical workflows, medical education, and research while also highlighting its challenges related to security, accuracy, and responsible AI governance. With careful implementation, ethical considerations, and international collaboration, DeepSeek and similar LLMs could enhance healthcare innovation, providing cost-effective, scalable AI solutions while ensuring human expertise remains at the forefront of patient care.;128;1;128.0;0.00013598210588705505;0.05904059040590406;0.05904059040590406;0.8908340581453408;0.05904059040590405;0.6412960178235098
Generative Artificial Intelligence: Evolving Technology, Growing Societal Impact, and Opportunities for Information Systems Research;2025;649018492a5724b34c06b5650160ca841f929c13;The continuing, explosive developments in generative artificial intelligence (GenAI), built on large language models and related algorithms, has led to much excitement and speculation about the potential impact of this new technology. Claims include artificial intelligence (AI) being poised to revolutionize business and society and dramatically change personal life. However, it is not clear how this technology, with its significantly distinct features from past AI technologies, has transformative potential or how researchers in information systems should react to it. In this paper, we consider the evolving and emerging trends of AI in order to examine its present and predict its future impacts. Many existing papers on GenAI are either too technical for most information systems researchers or lack the depth needed to appreciate the potential impacts of GenAI. We, therefore, attempt to bridge the technical and organizational communities of GenAI from a system-oriented sociotechnical perspective. Specifically, we explore the unique features of GenAI, which are rooted in the continued change from symbolism to connectionism, and the deep systemic and inherent properties of human-AI ecosystems. We retrace the evolution of AI that proceeded the level of adoption, adaption, and use found today, in order to propose future research on various impacts of GenAI in both business and society within the context of information systems research. Our efforts are intended to contribute to the creation of a well-structured research agenda in the information systems community to support innovative strategies and operations enabled by this new wave of AI.;128;1;128.0;0.00013598210588705505;0.05904059040590406;0.05904059040590406;0.8908340581453408;0.05904059040590405;0.6412960178235098
Recent Emerging Techniques in Explainable Artificial Intelligence to Enhance the Interpretable and Understanding of AI Models for Human;2025;4ed5429cf635af02d36bf9ba69ed3cf61845dc4e;Recent advancements in Explainable Artificial Intelligence (XAI) aim to bridge the gap between complex artificial intelligence (AI) models and human understanding, fostering trust and usability in AI systems. However, challenges persist in comprehensively interpreting these models, hindering their widespread adoption. This study addresses these challenges by exploring recently emerging techniques in XAI. The primary problem addressed is the lack of transparency and interpretability in AI models to humanity for institution-wide use, which undermines user trust and inhibits their integration into critical decision-making processes. Through an in-depth review, this study identifies the objectives of enhancing the interpretability of AI models and improving human understanding of their decision-making processes. Various methodological approaches, including post-hoc explanations, model transparency methods, and interactive visualization techniques, are investigated to elucidate AI model behaviours. We further present techniques and methods to make AI models more interpretable and understandable to humans including their strengths and weaknesses to demonstrate promising advancements in model interpretability, facilitating better comprehension of complex AI systems by humans. In addition, we provide the application of XAI in local use cases. Challenges, solutions, and open research directions were highlighted to clarify these compelling XAI utilization challenges. The implications of this research are profound, as enhanced interpretability fosters trust in AI systems across diverse applications, from healthcare to finance. By empowering users to understand and scrutinize AI decisions, these techniques pave the way for more responsible and accountable AI deployment.;128;1;128.0;0.00013598210588705505;0.05904059040590406;0.05904059040590406;0.8908340581453408;0.05904059040590405;0.6412960178235098
The Role of Artificial Intelligence in Advancing Biosensor Technology: Past, Present, and Future Perspectives;2025;7166bca8b14b4f00d36e397f64bdb4e89d56d765;Integrating artificial intelligence (AI) into biosensor technology enables data processing, quantitative analysis, real‐time decision‐making, and adaptive sensing capabilities through advanced pattern recognition and predictive modeling. In addition, AI has the potential to drive innovation in the design of advanced materials for biosensing applications by reducing the reliance on trial‐and‐error methods. This review explores the transformative impact of AI on biosensor technology in the context of historical development, current status, and future prospects. It begins with an overview of the evolution of AI, biosensor technology, and their integration. Comparative analysis of AI‐driven innovations in optical, fluorometric, and electrochemical biosensors is presented, highlighting how AI can improve sensor performance. The role of advanced materials on the development of AI‐assisted biosensors is also discussed as the choice of material has a profound effect on biosensor capabilities. Applications of AI‐assisted biosensors are comprehensively explored across healthcare, environmental monitoring, food safety, and agriculture. This study concludes by addressing challenges, opportunities, ethical concerns, and future research directions, providing a comprehensive and up‐to‐date resource for researchers.;126;1;126.0;0.00013598210588705505;0.058118081180811805;0.058118081180811805;0.8908340581453408;0.058118081180811805;0.6410192650559821
Artificial intelligence in mental health care: a systematic review of diagnosis, monitoring, and intervention applications;2025;1af7cc6c3c3e6ba94326f4f76b9d9fbad22befe7;Abstract Artificial intelligence (AI) has been recently applied to different mental health illnesses and healthcare domains. This systematic review presents the application of AI in mental health in the domains of diagnosis, monitoring, and intervention. A database search (CCTR, CINAHL, PsycINFO, PubMed, and Scopus) was conducted from inception to February 2024, and a total of 85 relevant studies were included according to preestablished inclusion criteria. The AI methods most frequently used were support vector machine and random forest for diagnosis, machine learning for monitoring, and AI chatbot for intervention. AI tools appeared to be accurate in detecting, classifying, and predicting the risk of mental health conditions as well as predicting treatment response and monitoring the ongoing prognosis of mental health disorders. Future directions should focus on developing more diverse and robust datasets and on enhancing the transparency and interpretability of AI models to improve clinical practice.;125;1;125.0;0.00013598210588705505;0.057656826568265686;0.057656826568265686;0.8908340581453408;0.057656826568265686;0.6408808886722183
Utilisation of Artificial Intelligence in Quranic Learning: Innovation or Threat?;2025;3440556ecad507b93a88c4a5713b1f7f77300817;The development of Artificial Intelligence (AI) has penetrated various sectors of life, including in the realm of Islamic education, especially learning the Qur'an. Various AI-based applications and platforms are now available to help the process of reading, memorizing, and understanding the Qur'an more quickly and efficiently. This study aims to critically examine the use of AI in learning the Qur'an, by exploring the potential innovations offered while analyzing the potential negative impacts that may arise. The approach used in this study is qualitative descriptive, with data collection methods through literature studies, content analysis of circulating AI Qur'an applications (such as Tarteel, Ayat, and Muslim Pro), and limited interviews with tahfidz teachers and practitioners of Islamic educational technology. The results of the study show that the use of AI brings various benefits, including accelerating the process of correct pronunciation (tashih tilawah), providing automatic reading correction, and providing contextual interpretations that are tailored to user needs. However, there are also quite significant concerns, such as decreasing dependence on teachers (murobbi), the risk of non-authoritative interpretation of meaning, and the potential for commercialization and manipulation of religious data. This article concludes that AI is an innovative tool in learning the Qur'an, but it is not a substitute for traditional scientific authority. Regulation, ethics of use, and supervision by Islamic institutions are needed so that AI remains a beneficial tool and does not cause deviations in understanding the Qur'an.;123;1;123.0;0.00013598210588705505;0.056734317343173434;0.056734317343173434;0.8908340581453408;0.05673431734317343;0.6406041359046906
Artificial intelligence-assisted academic writing: recommendations for ethical use;2025;5f22cb4379f76d3045e22fa53bee0c52d0d392ad;Generative artificial intelligence (AI) tools have been selectively adopted across the academic community to help researchers complete tasks in a more efficient manner. The widespread release of the Chat Generative Pre-trained Transformer (ChatGPT) platform in 2022 has made these tools more accessible to scholars around the world. Despite their tremendous potential, studies have uncovered that large language model (LLM)-based generative AI tools have issues with plagiarism, AI hallucinations, and inaccurate or fabricated references. This raises legitimate concern about the utility, accuracy, and integrity of AI when used to write academic manuscripts. Currently, there is little clear guidance for healthcare simulation scholars outlining the ways that generative AI could be used to legitimately support the production of academic literature. In this paper, we discuss how widely available, LLM-powered generative AI tools (e.g. ChatGPT) can help in the academic writing process. We first explore how academic publishers are positioning the use of generative AI tools and then describe potential issues with using these tools in the academic writing process. Finally, we discuss three categories of specific ways generative AI tools can be used in an ethically sound manner and offer four key principles that can help guide researchers to produce high-quality research outputs with the highest of academic integrity.;122;1;122.0;0.00013598210588705505;0.05627306273062731;0.05627306273062731;0.8908340581453408;0.05627306273062731;0.6404657595209268
A SEM–ANN analysis to examine impact of artificial intelligence technologies on sustainable performance of SMEs;2025;d8f628f20a2d5c414f27edad3155fb0183f943c8;This study investigates the impact of Artificial Intelligence (AI) adoption on the sustainable performance of small and medium-sized enterprises (SMEs). Employing a hybrid quantitative approach, this research combines Partial Least Squares Structural Equation Modeling (PLS-SEM) and Artificial Neural Networks (ANN) to examine the influence of various organizational, technological, and external factors on AI adoption. Key factors considered include top management support, employee capability, customer pressure, complexity, vendor support, and relative advantage. Data collected from 305 SMEs across multiple sectors were analyzed. The results reveal that all the proposed factors significantly and positively affect AI adoption, with top management support, employee capability, and relative advantage being the most influential predictors. Additionally, the adoption of AI technologies substantially enhances the economic, social, and environmental performance of SMEs, reflecting improvements in operational efficiency, cost reduction, and social value creation. The ANN results confirm the robustness of the SEM findings, highlighting the critical role of AI in driving sustainability outcomes. Furthermore, the study emphasizes the positive mediation effects of AI adoption on organizational performance, indicating that AI adoption serves as a key enabler in achieving both short-term operational gains and long-term sustainability objectives. This research contributes to the understanding of AI’s transformative role in enhancing the sustainable performance of SMEs in developing economies, offering strategic insights for both policymakers and business leaders.;85;1;85.0;0.0001370825406235074;0.03920664206642067;0.03920664206642067;0.8980431297772522;0.03920664206642066;0.6403921834640026
Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency;2025;cb4d01f3e4ad9baafa9a233cc0d8c6fb6fc64d2e;Generative Artificial Intelligence (Gen AI) has transformative potential in healthcare to enhance patient care, personalize treatment options, train healthcare professionals, and advance medical research. This paper examines various clinical and non-clinical applications of Gen AI. In clinical settings, Gen AI supports the creation of customized treatment plans, generation of synthetic data, analysis of medical images, nursing workflow management, risk prediction, pandemic preparedness, and population health management. By automating administrative tasks such as medical documentations, Gen AI has the potential to reduce clinician burnout, freeing more time for direct patient care. Furthermore, application of Gen AI may enhance surgical outcomes by providing real-time feedback and automation of certain tasks in operating rooms. The generation of synthetic data opens new avenues for model training for diseases and simulation, enhancing research capabilities and improving predictive accuracy. In non-clinical contexts, Gen AI improves medical education, public relations, revenue cycle management, healthcare marketing etc. Its capacity for continuous learning and adaptation enables it to drive ongoing improvements in clinical and operational efficiencies, making healthcare delivery more proactive, predictive, and precise.;118;1;118.0;0.00013598210588705505;0.0544280442804428;0.0544280442804428;0.8908340581453408;0.0544280442804428;0.6399122539858714
Does Artificial Intelligence (AI) enhance green economy efficiency? The role of green finance, trade openness, and R&D investment;2025;e7a5d33f66cf7c9107a5bfd1401ac1fac418905d;Marine fisheries constitute a crucial component of global green development, where artificial intelligence (AI) plays an essential role in enhancing green economic efficiency associated with marine fisheries. This study utilizes panel data from 11 coastal provinces and municipalities in China from 2009 to 2020, employing the entropy method and the super-efficiency EBM model to calculate the AI index and the green economic efficiency of marine fisheries. Based on these calculations, we utilize fixed effects models, moderation effect models, and panel threshold models to examine the impact of AI on the green economic efficiency of marine fisheries. The study reveals that: (i) From 2009 to 2020, AI has significantly improved overall, while the green economic efficiency of marine fisheries has shown a fluctuating trend, with substantial regional disparities. (ii) AI significantly enhances the green economic efficiency of marine fisheries. (iii) Green finance, trade openness, and R&D investment act as crucial moderating variables, accelerating AI development and further improving the green economic efficiency of marine fisheries. (iv) The impact of AI on green economic efficiency varies across different intervals of green finance, trade openness, and R&D investment. These findings are crucial for understanding and advancing the informatization strategy of marine fisheries and hold significant implications for the sustainable development of global marine fisheries.;114;1;114.0;0.00013598210588705505;0.052583025830258305;0.052583025830258305;0.8908340581453408;0.052583025830258305;0.6393587484508161
A Literature Review on Applications of Explainable Artificial Intelligence (XAI);2025;b89fc2186636ef33f09a1a34315227286a70197b;As AI technologies, particularly deep learning models, have advanced, their inherent “black box” nature has raised significant concerns regarding accountability, fairness, and trust, especially in critical domains such as healthcare, finance, and criminal justice. We present a detailed exploration of XAI, emphasizing its essential role in improving the interpretability and transparency of complex AI systems in various application domains. Health-related applications were notably using XAI, emphasizing diagnostics, and medical imaging. Other notable domains of use of XAI is encompassed environmental and agricultural management, industrial optimization, cybersecurity, finance, transportation, and social media. Furthermore, nascent applications in law, education, and social care underscore the growing influence of XAI. The analysis indicates a prevalent application of local explanation techniques, especially SHAP and LIME, with a preference for SHAP due to its stability and mathematical assurances. Each technique is analysed for its strengths and limitations in providing clear, actionable insights into model decision-making processes, thereby aiding stakeholders in understanding AI behaviour. Ultimately, this document underscores the critical challenges for XAI in fostering user trust, enhancing decision-making processes, and ensuring that AI technologies are utilized responsibly and ethically across various applications, paving the way for a more transparent and accountable AI landscape. We believe that by serving as a guide for future studies in the area, our systematic review contributes to the body of literature on XAI.;114;1;114.0;0.00013598210588705505;0.052583025830258305;0.052583025830258305;0.8908340581453408;0.052583025830258305;0.6393587484508161
Artificial intelligence and communication technologies in academia: faculty perceptions and the adoption of generative AI;2025;b0c5871ea0d431e3d473745e065e645f6a046ce6;Artificial intelligence (AI) is ushering in an era of potential transformation in various fields, especially in educational communication technologies, with tools like ChatGPT and other generative AI (GenAI) applications. This rapid proliferation and adoption of GenAI tools have sparked significant interest and concern among college professors, who are dealing with evolving dynamics in digital communication within the classroom. Yet, the effect and implications of GenAI in education remain understudied. Therefore, this study employs the Technology Acceptance Model (TAM) and the Social Cognitive Theory (SCT) as theoretical frameworks to explore higher education faculty’s perceptions, attitudes, usage, and motivations, as the underlying factors that influence their adoption or rejection of GenAI tools. A survey was conducted among full-time higher education faculty members (N = 294) recruited from two mid-size public universities in the US. Results found that college professors’ perceived usefulness of AI predicted their attitudes and intention to use and adopt the technology, more than their perceived ease of use. Trust and social reinforcement strongly influenced college professors’ GenAI adoption decisions and acted as significant mediators to better understand the relationship between TAM and SCT. Findings emphasized the power of social dynamics in shaping professors’ self-efficacy, attitudes, and use of GenAI. Trust enhances peer influence and affects how perceived usefulness shapes users’ willingness to adopt technology, whereas self-efficacy has a minimal impact. This research provides valuable insights that inform higher education policies aimed at improving the educational experience for college students in an AI-driven workforce.;114;1;114.0;0.00013598210588705505;0.052583025830258305;0.052583025830258305;0.8908340581453408;0.052583025830258305;0.6393587484508161
Mapping the use of artificial intelligence in medical education: a scoping review;2025;bc0447f70f3dbb25ae43aa6db2f84c05528aa178;The integration of artificial intelligence (AI) in healthcare has transformed clinical practices and medical education, with technologies like diagnostic algorithms and clinical decision support increasingly incorporated into curricula. However, there is still a gap in preparing future physicians to use these technologies effectively and ethically. This scoping review maps the integration of artificial intelligence (AI) in undergraduate medical education (UME), focusing on curriculum development, student competency enhancement, and institutional barriers to AI adoption. A comprehensive search in PubMed, Scopus, and BIREME included articles from 2019 onwards, limited to English and Spanish publications on AI in UME. Exclusions applied to studies focused on postgraduate education or non-medical fields. Data were analyzed using thematic analysis to identify patterns in AI curriculum development and implementation. A total of 34 studies were reviewed, representing diverse regions and methodologies, including cross-sectional studies, narrative reviews, and intervention studies. Findings revealed a lack of standardized AI curriculum frameworks and notable global discrepancies. Key elements such as ethical training, collaborative learning, and digital competence were identified as essential, with an emphasis on transversal skills that support AI as a tool rather than a standalone subject. This review underscores the need for a standardized, adaptable AI curriculum in UME that prioritizes transversal skills, including digital competence and ethical awareness, to support AI's gradual integration. Embedding AI as a practical tool within interdisciplinary, patient-centered frameworks fosters a balanced approach to technology in healthcare. Further regional research is recommended to develop frameworks that align with cultural and educational needs, ensuring AI integration in UME promotes both technical and ethical competencies.;113;1;113.0;0.00013598210588705505;0.05212177121771218;0.05212177121771218;0.8908340581453408;0.05212177121771218;0.6392203720670522
Revolutionizing multi‐omics analysis with artificial intelligence and data processing;2025;e68b3905b33ba2269f9567b67d810230b4abb98c;Abstract Our understanding of intricate biological systems has been completely transformed by the development of multi‐omics approaches, which entail the simultaneous study of several different molecular data types. However, there are many obstacles to overcome when analyzing multi‐omics data, including the requirement for sophisticated data processing and analysis tools. The integration of multi‐omics research with artificial intelligence (AI) has the potential to fundamentally alter our understanding of biological systems. AI has emerged as an effective tool for evaluating complicated data sets. The application of AI and data processing techniques in multi‐omics analysis is explored in this study. The present study articulates the diverse categories of information generated by multi‐omics methodologies and the intricacies involved in managing and merging these datasets. Additionally, it looks at the various AI techniques—such as machine learning, deep learning, and neural networks—that have been created for multi‐omics analysis. The assessment comes to the conclusion that multi‐omics analysis has a lot of potential to change with the integration of AI and data processing techniques. AI can speed up the discovery of new biomarkers and therapeutic targets as well as the advancement of personalized medicine strategies by enabling the integration and analysis of massive and complicated data sets. The necessity for high‐quality data sets and the creation of useful algorithms and models are some of the difficulties that come with using AI in multi‐omics study. In order to fully exploit the promise of AI in multi‐omics analysis, more study in this area is required.;111;1;111.0;0.00013598210588705505;0.05119926199261993;0.05119926199261993;0.8908340581453408;0.05119926199261993;0.6389436192995246
Discrimination, artificial intelligence, and algorithmic decision-making;2025;99ba545b268679fc3bc74a04df9f3596035d32b6;Artificial intelligence (AI) has a huge impact on our personal lives and also on our democratic society as a whole. While AI offers vast opportunities for the benefit of people, its potential to embed and perpetuate bias and discrimination remains one of the most pressing challenges deriving from its increasing use. This new study, which was prepared by Prof. Frederik Zuiderveen Borgesius for the Anti-discrimination Department of the Council of Europe, elaborates on the risks of discrimination caused by algorithmic decision-making and other types of artificial intelligence (AI).;111;1;111.0;0.00013598210588705505;0.05119926199261993;0.05119926199261993;0.8908340581453408;0.05119926199261993;0.6389436192995246
